"DIA_SEMANA","HORA","TEMPERATURA","LUZ","UMIDADE","QUANT_PESSOAS","classes"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Manha","Normal","Escuro","Umido","Vazio","Agradavel"
"Quinta","Comercial","Normal","Escuro","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Escuro","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Escuro","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Noite","Normal","Normal","Umido","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Umido","Vazio","Agradavel"
"Quinta","Noite","Normal","Normal","Umido","Vazio","Agradavel"
"Quinta","Noite","Normal","Normal","Umido","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Vazio","Agradavel"
"Quinta","Noite","Normal","Normal","Normal","Vazio","Agradavel"
"Quinta","Noite","Normal","Normal","Umido","Vazio","Agradavel"
"Quinta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Vazio","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Vazio","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Umido","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Umido","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Umido","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Umido","Normal","Agradavel"
"Sexta","Comercial","Normal","Normal","Umido","Normal","Agradavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Sexta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Sexta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Normal","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Umido","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Umido","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Umido","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Umido","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Umido","Vazio","Agradavel"
"Sexta","Noite","Normal","Escuro","Umido","Vazio","Agradavel"
"Sexta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Claro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Sabado","Comercial","Normal","Claro","Umido","Normal","Agradavel"
"Sabado","Comercial","Normal","Claro","Umido","Vazio","Agradavel"
"Sabado","Comercial","Normal","Claro","Umido","Vazio","Agradavel"
"Sabado","Comercial","Normal","Claro","Umido","Vazio","Agradavel"
"Sabado","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Sabado","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Normal","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Normal","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Normal","Razoavel"
"Sabado","Comercial","Normal","Escuro","Umido","Vazio","Agradavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Normal","Escuro","Umido","Vazio","Agradavel"
"Sabado","Comercial","Normal","Escuro","Umido","Normal","Agradavel"
"Sabado","Comercial","Normal","Escuro","Umido","Vazio","Agradavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Umido","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sabado","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Normal","Razoavel"
"Domingo","Comercial","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Comercial","Normal","Claro","Normal","Normal","Agradavel"
"Domingo","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Domingo","Comercial","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Normal","Razoavel"
"Domingo","Comercial","Quente","Escuro","Normal","Normal","Razoavel"
"Domingo","Comercial","Normal","Escuro","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Escuro","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Escuro","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Escuro","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Escuro","Normal","Vazio","Agradavel"
"Domingo","Comercial","Normal","Escuro","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Escuro","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Comercial","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Vazio","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Domingo","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Normal","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Domingo","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
